id,officer id,officer unique identifier,badge number,job title,start date,end date,unit id
9969,21906,,9531,POLICE OFFICER,,,
9970,21907,,16935,POLICE OFFICER,,,
9971,21908,,19086,POLICE OFFICER,,,
9972,21910,,4669,POLICE OFFICER,,,
9973,21909,,13229,POLICE OFFICER,,,
9974,21911,,19269,POLICE OFFICER,,,
9975,21912,,20957,PO AS DETECTIVE,,,
9976,21913,,10221,POLICE OFFICER,,,
9977,21914,,5203,POLICE OFFICER,,,
9978,21915,,19041,POLICE OFFICER,,,
9979,21916,,12120,POLICE OFFICER,,,
9980,21917,,14435,POLICE OFFICER,,,
9981,21918,,9592,POLICE OFFICER,,,
9982,21919,,12021,POLICE OFFICER,,,
9983,21920,,10901,POLICE OFFICER,,,
9984,21921,,4772,POLICE OFFICER,,,
9985,21922,,19089,POLICE OFFICER,,,
9986,21923,,17966,POLICE OFFICER,,,
9987,21924,,21095,PO AS DETECTIVE,,,
9988,21925,,19339,POLICE OFFICER,,,
9989,21926,,11838,POLICE OFFICER,,,
9990,21927,,7353,POLICE OFFICER,,,
9991,21928,,13906,POLICE OFFICER,,,
9992,21929,,9210,POLICE OFFICER,,,
9993,21930,,20714,PO AS DETECTIVE,,,
9994,21931,,11368,POLICE OFFICER,,,
9995,21932,,18387,POLICE OFFICER,,,
9996,21933,,1825,SERGEANT OF POLICE,,,
9997,21934,,6121,POLICE OFFICER,,,
9998,21935,,6827,POLICE OFFICER,,,
9999,21936,,5331,POLICE OFFICER,,,
10000,21937,,1294,SERGEANT OF POLICE,,,
10001,21938,,6655,POLICE OFFICER,,,
10002,21939,,9859,POLICE OFFICER,,,
10003,21940,,297,LIEUTENANT OF POLICE,,,
10004,21941,,,POLICE OFFICER,,,
10005,21942,,20165,PO AS DETECTIVE,,,
10006,21943,,8254,PO ASGN EVID. TECHNI,,,
10007,21944,,5080,POLICE OFFICER,,,
10008,21945,,21005,PO AS DETECTIVE,,,
10009,21946,,10917,POLICE OFFICER,,,
10010,21947,,12263,PO/EXP DET CAN HAND,,,
10011,21948,,766,LIEUTENANT OF POLICE,,,
10012,21949,,217,LIEUTENANT OF POLICE,,,
10013,21950,,3121,POLICE OFFICER,,,
10014,21951,,1378,SERGEANT OF POLICE,,,
10015,21952,,3956,POLICE OFFICER,,,
10016,21953,,15254,POLICE OFFICER,,,
10017,21954,,6422,POLICE OFFICER,,,
10018,21955,,10101,POLICE OFFICER,,,
10019,21956,,12443,POLICE OFFICER,,,
10020,21957,,20138,PO AS DETECTIVE,,,
10021,21958,,20086,PO AS DETECTIVE,,,
10022,21959,,9475,POLICE OFFICER,,,
10023,21960,,6635,POLICE OFFICER,,,
10024,21961,,21399,PO AS DETECTIVE,,,
10025,21962,,9390,POLICE OFFICER,,,
10026,21963,,14554,POLICE OFFICER,,,
10027,21964,,7064,POLICE OFFICER,,,
10028,21965,,10311,POLICE OFFICER,,,
10029,21966,,10114,POLICE OFFICER,,,
10030,21967,,807,SERGEANT OF POLICE,,,
10031,21968,,2352,SERGEANT OF POLICE,,,
10032,21969,,4924,POLICE OFFICER,,,
10033,21970,,1462,SERGEANT OF POLICE,,,
10034,21971,,7704,POLICE OFFICER,,,
10035,21972,,7124,POLICE OFFICER,,,
10036,21973,,5484,POLICE OFFICER,,,
10037,21974,,3890,POLICE OFFICER,,,
10038,21975,,7008,POLICE OFFICER,,,
10039,21976,,1047,SERGEANT OF POLICE,,,
10040,21977,,19030,POLICE OFFICER,,,
10041,21978,,17584,POLICE OFFICER,,,
10042,21979,,5328,POLICE OFFICER,,,
10043,21980,,18315,POLICE OFFICER,,,
10044,21981,,1951,SERGEANT OF POLICE,,,
10045,21982,,19410,POLICE OFFICER,,,
10046,21983,,823,SERGEANT OF POLICE,,,
10047,21984,,16512,POLICE OFFICER,,,
10048,21985,,4205,POLICE OFFICER,,,
10049,21986,,17717,POLICE OFFICER,,,
10050,21987,,21586,PO AS DETECTIVE,,,
10051,21988,,19338,POLICE OFFICER,,,
10052,21989,,3040,POLICE OFFICER,,,
10053,21990,,7872,POLICE OFFICER,,,
10054,21991,,14517,POLICE OFFICER,,,
10055,21992,,17100,POL FORENSIC INV I,,,
10056,21993,,858,SERGEANT OF POLICE,,,
10057,21994,,7844,POLICE OFFICER,,,
10058,21995,,6021,POLICE OFFICER,,,
10059,21996,,4723,POLICE OFFICER,,,
10060,21997,,16812,POLICE OFFICER,,,
10061,21998,,10250,POLICE OFFICER,,,
10062,22000,,21434,PO AS DETECTIVE,,,
10063,21999,,13941,POLICE OFFICER,,,
10064,22001,,16387,POLICE OFFICER,,,
10065,22002,,12305,POLICE OFFICER,,,
10066,22003,,1449,SERGEANT OF POLICE,,,
10067,22004,,8537,POLICE OFFICER,,,
10068,22005,,19964,POLICE OFFICER,,,
10069,22006,,3912,POLICE OFFICER,,,
10070,22007,,19042,POLICE OFFICER,,,
10071,22008,,15696,POLICE OFFICER,,,
10072,22009,,17084,POLICE OFFICER,,,
10073,22012,,7640,POLICE OFFICER,,,
10074,22010,,2009,SERGEANT OF POLICE,,,
10075,22011,,4147,POLICE OFFICER,,,
10076,22013,,2669,SERGEANT OF POLICE,,,
10077,22014,,9581,POLICE OFFICER,,,
10078,22015,,18332,POLICE OFFICER,,,
10079,22016,,1358,SERGEANT OF POLICE,,,
10080,22018,,20407,PO AS DETECTIVE,,,
10081,22017,,6651,POLICE OFFICER,,,
10082,22019,,12101,POLICE OFFICER,,,
10083,22020,,13375,POLICE OFFICER,,,
10084,22021,,,POLICE OFFICER,,,
10085,22022,,21061,PO AS DETECTIVE,,,
10086,22023,,4850,POLICE OFFICER,,,
10087,22024,,7863,POLICE OFFICER,,,
10088,22025,,14648,POLICE OFFICER,,,
10089,22026,,16181,POLICE OFFICER,,,
10090,22027,,12957,POLICE OFFICER,,,
10091,22028,,10894,POLICE OFFICER,,,
10092,22029,,16950,POLICE OFFICER,,,
10093,22030,,12935,POLICE OFFICER,,,
10094,22031,,18518,POLICE OFFICER,,,
10095,22032,,8303,POLICE OFFICER,,,
10096,22033,,8425,POLICE OFFICER,,,
10097,22035,,14265,POLICE OFFICER,,,
10098,22034,,19109,POLICE OFFICER,,,
10099,22036,,17500,POLICE OFFICER,,,
10100,22037,,19761,POLICE OFFICER,,,
10101,22038,,21260,PO AS DETECTIVE,,,
10102,22039,,18718,POLICE OFFICER,,,
10103,22040,,16613,PO (PER ARB AWARD),,,
10104,22041,,19314,POLICE OFFICER,,,
10105,22041,,20648,PO AS DETECTIVE,,,
10106,22042,,19314,POLICE OFFICER,,,
10107,22042,,20648,PO AS DETECTIVE,,,
10108,22043,,2658,SERGEANT OF POLICE,,,
10109,22044,,5593,POLICE OFFICER,,,
10110,22045,,6837,POLICE OFFICER,,,
10111,22046,,16750,POLICE OFFICER,,,
10112,22047,,9350,POLICE OFFICER,,,
10113,22048,,13626,POLICE OFFICER,,,
10114,22049,,21435,PO AS DETECTIVE,,,
10115,22050,,5387,POLICE OFFICER,,,
10116,22051,,619,LIEUTENANT OF POLICE,,,
10117,22052,,18466,POLICE OFFICER,,,
10118,22053,,17151,POLICE OFFICER,,,
10119,22054,,15105,POLICE OFFICER,,,
10120,22055,,7990,POLICE OFFICER,,,
10121,22056,,21109,PO AS DETECTIVE,,,
10122,22057,,7386,POLICE OFFICER,,,
10123,22058,,18721,POLICE OFFICER,,,
10124,22059,,11737,POLICE OFFICER,,,
10125,22060,,9695,POLICE OFFICER,,,
10126,22061,,5577,POLICE OFFICER,,,
10127,22062,,5499,POLICE OFFICER,,,
10128,22063,,10259,POLICE OFFICER,,,
10129,22064,,6760,POLICE OFFICER,,,
10130,22065,,2398,SERGEANT OF POLICE,,,
10131,22066,,919,SERGEANT OF POLICE,,,
10132,22067,,21436,PO AS DETECTIVE,,,
10133,22068,,9366,POLICE OFFICER,,,
10134,22069,,15008,POLICE OFFICER,,,
10135,22070,,6881,POLICE OFFICER,,,
10136,22071,,16509,POLICE OFFICER,,,
10137,22072,,17055,POLICE OFFICER,,,
10138,22073,,16479,POLICE OFFICER,,,
10139,22074,,20193,PO AS DETECTIVE,,,
10140,22075,,1665,SERGEANT OF POLICE,,,
10141,22076,,4684,PO/FIELD TRNING OFF,,,
10142,22077,,20761,PO AS DETECTIVE,,,
10143,22078,,19600,POLICE OFFICER,,,
10144,22079,,,POLICE OFFICER,,,
10145,22080,,16978,PO ASGN EVID. TECHNI,,,
10146,22081,,3199,POLICE OFFICER,,,
10147,22082,,12874,POLICE OFFICER,,,
10148,22083,,18622,POLICE OFFICER,,,
10149,22084,,,POLICE OFFICER,,,
10150,22085,,20378,PO AS DETECTIVE,,,
10151,22086,,17831,POLICE OFFICER,,,
10152,22087,,16340,POLICE OFFICER,,,
10153,22088,,19696,POLICE OFFICER,,,
10154,22089,,6912,POLICE OFFICER,,,
10155,22090,,15093,POLICE OFFICER,,,
10156,22091,,1125,SERGEANT OF POLICE,,,
10157,22092,,17874,POLICE OFFICER,,,
10158,22093,,8246,POLICE OFFICER,,,
10159,22094,,13244,POLICE OFFICER,,,
10160,22095,,15068,POLICE OFFICER,,,
10161,22096,,13245,POLICE OFFICER,,,
10162,22097,,7154,POLICE OFFICER,,,
10163,22098,,19487,POLICE OFFICER,,,
10164,22099,,11022,POLICE OFFICER,,,
10165,22100,,4565,POLICE OFFICER,,,
10166,22101,,19766,POLICE OFFICER,,,
10167,22102,,16528,POLICE OFFICER,,,
10168,22103,,19650,POLICE OFFICER,,,
10169,22104,,18479,PO (PER ARB AWARD),,,
10170,22105,,15675,POLICE OFFICER,,,
10171,22106,,9583,POLICE OFFICER,,,
10172,22107,,2665,SERGEANT OF POLICE,,,
10173,22108,,2468,SERGEANT OF POLICE,,,
10174,22109,,18581,POLICE OFFICER,,,
10175,22110,,12956,POLICE OFFICER,,,
10176,22111,,7755,POLICE OFFICER,,,
10177,22112,,19774,POLICE OFFICER,,,
10178,22113,,19114,POLICE OFFICER,,,
10179,22114,,17722,POLICE OFFICER,,,
10180,22115,,5250,POLICE OFFICER,,,
10181,22116,,12875,POLICE OFFICER,,,
10182,22117,,2275,SERGEANT OF POLICE,,,
10183,22118,,21085,PO AS DETECTIVE,,,
10184,22119,,9843,POLICE OFFICER,,,
10185,22120,,1711,SERGEANT OF POLICE,,,
10186,22121,,12260,POLICE OFFICER,,,
10187,22122,,14925,POLICE OFFICER,,,
10188,22123,,21227,PO AS DETECTIVE,,,
10189,22124,,5071,POLICE OFFICER,,,
10190,22125,,2595,SERGEANT OF POLICE,,,
10191,22126,,16830,POLICE OFFICER,,,
10192,22127,,21261,PO AS DETECTIVE,,,
10193,22128,,12313,POLICE OFFICER,,,
10194,22129,,15797,POLICE OFFICER,,,
10195,22130,,12262,POLICE OFFICER,,,
10196,22131,,14411,POLICE OFFICER,,,
10197,22132,,16517,POLICE OFFICER,,,
10198,22133,,19351,POLICE OFFICER,,,
10199,22134,,12442,POLICE OFFICER,,,
10200,22135,,12952,POLICE OFFICER,,,
10201,22136,,3753,POLICE OFFICER,,,
10202,22137,,14997,PO/FIELD TRNING OFF,,,
10203,22138,,12982,POLICE OFFICER,,,
10204,22139,,5389,PO ASGN EVID. TECHNI,,,
10205,22140,,16077,POLICE OFFICER,,,
10206,22141,,15061,POLICE OFFICER,,,
10207,22142,,10891,POLICE OFFICER,,,
10208,22143,,5595,POLICE OFFICER,,,
10209,22144,,3913,POLICE OFFICER,,,
10210,22145,,12612,POLICE OFFICER,,,
10211,22146,,21403,PO AS DETECTIVE,,,
10212,22147,,5434,POLICE OFFICER,,,
10213,22148,,18789,POLICE OFFICER,,,
10214,22149,,21020,PO AS DETECTIVE,,,
10215,22151,,21233,PO AS DETECTIVE,,,
10216,22150,,17790,POLICE OFFICER,,,
10217,22152,,2283,SERGEANT OF POLICE,,,
10218,22153,,13715,POLICE OFFICER,,,
10219,22154,,14866,POLICE OFFICER,,,
10220,22155,,17856,POLICE OFFICER,,,
10221,22156,,19752,POLICE OFFICER,,,
10222,22157,,9804,POLICE OFFICER,,,
10223,22158,,12174,POLICE OFFICER,,,
10224,22159,,5828,POLICE OFFICER,,,
10225,22160,,7681,POLICE OFFICER,,,
10226,22161,,6393,POLICE OFFICER,,,
10227,22162,,6077,POLICE OFFICER,,,
10228,22163,,11749,POLICE OFFICER,,,
10229,22164,,981,SERGEANT OF POLICE,,,
10230,22165,,6218,POLICE OFFICER,,,
10231,22166,,2015,SERGEANT OF POLICE,,,
10232,22167,,16980,POLICE OFFICER,,,
10233,22168,,5578,POLICE OFFICER,,,
10234,22169,,14835,PO/EXP DET CAN HAND,,,
10235,22170,,14568,POLICE OFFICER,,,
10236,22171,,15519,POLICE OFFICER,,,
10237,22172,,19578,POLICE OFFICER,,,
10238,22173,,9873,POLICE OFFICER,,,
10239,22174,,10622,PO ASGN EVID. TECHNI,,,
10240,22175,,3119,POLICE OFFICER,,,
10241,22176,,13381,POLICE OFFICER,,,
10242,22177,,2337,SERGEANT OF POLICE,,,
10243,22178,,16610,POLICE OFFICER,,,
10244,22179,,1905,SERGEANT OF POLICE,,,
10245,22180,,13513,POLICE OFFICER,,,
10246,22181,,20095,PO AS DETECTIVE,,,
10247,22182,,5688,POLICE OFFICER,,,
10248,22183,,11131,POLICE OFFICER,,,
10249,22184,,7908,POLICE OFFICER,,,
10250,22185,,1320,SERGEANT OF POLICE,,,
10251,22186,,12397,POLICE OFFICER,,,
10252,22187,,13947,POLICE OFFICER,,,
10253,22188,,1930,SERGEANT OF POLICE,,,
10254,22189,,7530,POLICE OFFICER,,,
10255,22190,,7575,POLICE OFFICER,,,
10256,22191,,16934,POLICE OFFICER,,,
10257,22194,,1668,SERGEANT OF POLICE,,,
10258,22195,,13065,POLICE OFFICER,,,
10259,22196,,13062,POLICE OFFICER,,,
10260,22197,,19530,POLICE OFFICER,,,
10261,22198,,2248,SERGEANT OF POLICE,,,
10262,22199,,2339,SERGEANT OF POLICE,,,
10263,22200,,11034,POLICE OFFICER,,,
10264,22201,,18736,POLICE OFFICER,,,
10265,22202,,932,SERGEANT OF POLICE,,,
10266,22203,,11495,POLICE OFFICER,,,
10267,22204,,17056,POLICE OFFICER,,,
10268,22205,,7232,POLICE OFFICER,,,
10269,22206,,18944,POLICE OFFICER,,,
10270,22207,,2190,SERGEANT OF POLICE,,,
10271,22208,,19252,POLICE OFFICER,,,
10272,22209,,7761,POLICE OFFICER,,,
10273,22210,,11029,POLICE OFFICER,,,
10274,22211,,18556,POLICE OFFICER,,,
10275,22212,,8662,POLICE OFFICER,,,
10276,22213,,16982,POLICE OFFICER,,,
10277,22192,,6303,POLICE OFFICER,,,
10278,22214,,20953,PO AS DETECTIVE,,,
10279,22215,,11399,POLICE OFFICER,,,
10280,22216,,6424,POLICE OFFICER,,,
10281,22217,,21437,PO AS DETECTIVE,,,
10282,22218,,17408,POLICE OFFICER,,,
10283,22219,,2422,SERGEANT OF POLICE,,,
10284,22220,,9024,POLICE OFFICER,,,
10285,22221,,16662,POLICE OFFICER,,,
10286,22222,,9618,PO ASGN EVID. TECHNI,,,
10287,22223,,9412,POLICE OFFICER,,,
10288,22224,,12909,POLICE OFFICER,,,
10289,22225,,14671,POLICE OFFICER,,,
10290,22226,,14469,POLICE OFFICER,,,
10291,22227,,419,DEP CHIEF,,,
10292,22228,,14375,POLICE OFFICER,,,
10293,22229,,4431,POLICE OFFICER,,,
10294,22230,,10963,POLICE OFFICER,,,
10295,22231,,1838,SERGEANT OF POLICE,,,
10296,22232,,18655,POLICE OFFICER,,,
10297,22233,,4728,POLICE OFFICER,,,
10298,22234,,20696,PO AS DETECTIVE,,,
10299,22235,,18543,POLICE OFFICER,,,
10300,22236,,2198,SERGEANT OF POLICE,,,
10301,22237,,19517,POLICE OFFICER,,,
10302,22238,,16680,PO/FIELD TRNING OFF,,,
10303,22239,,187,LIEUTENANT OF POLICE,,,
10304,22240,,15263,POLICE OFFICER,,,
10305,22241,,7182,POLICE OFFICER,,,
10306,22242,,16471,POLICE OFFICER,,,
10307,22243,,20166,PO AS DETECTIVE,,,
10308,22244,,5989,PO/EXP DET CAN HAND,,,
10309,22245,,21111,PO AS DETECTIVE,,,
10310,22246,,16307,POLICE OFFICER,,,
10311,22193,,15527,POLICE OFFICER,,,
10312,22247,,1980,SERGEANT OF POLICE,,,
10313,22248,,5720,POLICE OFFICER,,,
10314,22249,,8651,POLICE OFFICER,,,
10315,22250,,3294,PO ASGN EVID. TECHNI,,,
10316,22251,,16675,POLICE OFFICER,,,
10317,22252,,1239,SERGEANT OF POLICE,,,
10318,22253,,15276,POLICE OFFICER,,,
10319,22254,,19430,POLICE OFFICER,,,
10320,22255,,18764,POLICE OFFICER,,,
10321,22256,,1945,SERGEANT OF POLICE,,,
10322,22257,,1864,SERGEANT OF POLICE,,,
10323,22258,,17157,POLICE OFFICER,,,
10324,22259,,3607,POLICE OFFICER,,,
10325,22260,,5652,POLICE OFFICER,,,
10326,22261,,19571,POLICE OFFICER,,,
10327,22262,,15101,POLICE OFFICER,,,
10328,22263,,19319,POLICE OFFICER,,,
10329,22264,,5467,POLICE OFFICER,,,
10330,22265,,4337,POLICE OFFICER,,,
10331,22266,,13349,POLICE OFFICER,,,
10332,22267,,8295,POLICE OFFICER,,,
10333,22268,,16442,POLICE OFFICER,,,
10334,22269,,8296,POLICE OFFICER,,,
10335,22270,,3141,POLICE OFFICER,,,
10336,22271,,,POLICE OFFICER,,,
10337,22272,,1222,SERGEANT OF POLICE,,,
10338,22273,,18428,POLICE OFFICER,,,
10339,22275,,7439,POLICE OFFICER,,,
10340,22274,,1626,SERGEANT OF POLICE,,,
10341,22276,,361,LIEUTENANT OF POLICE,,,
10342,22277,,18597,POLICE OFFICER,,,
10343,22278,,11114,POLICE OFFICER,,,
10344,22279,,17513,POLICE OFFICER,,,
10345,22280,,13250,POLICE OFFICER,,,
10346,22281,,1259,SERGEANT OF POLICE,,,
10347,22282,,10969,POLICE OFFICER,,,
10348,22283,,17630,POLICE OFFICER,,,
10349,22284,,5870,POLICE OFFICER,,,
10350,22285,,20354,PO AS DETECTIVE,,,
10351,22286,,12118,POLICE OFFICER,,,
10352,22287,,15493,POLICE OFFICER,,,
10353,22288,,18592,POLICE OFFICER,,,
10354,22289,,17065,POLICE OFFICER,,,
10355,22290,,15304,POLICE OFFICER,,,
10356,22291,,,POLICE OFFICER,,,
10357,22292,,4017,POLICE OFFICER,,,
10358,22293,,1075,SERGEANT OF POLICE,,,
10359,22294,,17483,POLICE OFFICER,,,
10360,22295,,9128,POLICE OFFICER,,,
10361,22296,,414,LIEUTENANT OF POLICE,,,
10362,22297,,12328,POLICE OFFICER,,,
10363,22298,,19942,POLICE OFFICER,,,
10364,22299,,18912,POLICE OFFICER,,,
10365,22300,,20701,PO AS DETECTIVE,,,
10366,22301,,313,LIEUTENANT OF POLICE,,,
10367,22302,,19625,POLICE OFFICER,,,
10368,22303,,9991,POLICE OFFICER,,,
10369,22304,,339,LIEUTENANT OF POLICE,,,
10370,22305,,9761,POLICE OFFICER,,,
10371,22306,,15626,POLICE OFFICER,,,
10372,22307,,8622,PO/MARINE OFFICER,,,
10373,22308,,19602,POLICE OFFICER,,,
10374,22309,,17586,POLICE OFFICER,,,
10375,22310,,7881,POLICE OFFICER,,,
10376,22311,,7934,POLICE OFFICER,,,
10377,22312,,10792,POLICE OFFICER,,,
10378,22313,,11157,POLICE OFFICER,,,
10379,22314,,21337,PO AS DETECTIVE,,,
10380,22315,,11363,POLICE OFFICER,,,
10381,22316,,1830,SERGEANT OF POLICE,,,
10382,22317,,7243,POLICE OFFICER,,,
10383,22318,,13659,POLICE OFFICER,,,
10384,22319,,8893,POLICE OFFICER,,,
10385,22320,,6746,POLICE OFFICER,,,
10386,22321,,2767,POLICE OFFICER,,,
10387,22322,,5909,POLICE OFFICER,,,
10388,22323,,2657,SERGEANT OF POLICE,,,
10389,22324,,7907,POLICE OFFICER,,,
10390,22325,,16466,POLICE OFFICER,,,
10391,22326,,10096,POLICE OFFICER,,,
10392,22327,,16256,POLICE OFFICER,,,
10393,22328,,8496,POLICE OFFICER,,,
10394,22329,,13704,POLICE OFFICER,,,
10395,22330,,11301,POLICE OFFICER,,,
10396,22331,,5431,POLICE OFFICER,,,
10397,22332,,13214,POLICE OFFICER,,,
10398,22333,,19473,POLICE OFFICER,,,
10399,22334,,1355,SERGEANT OF POLICE,,,
10400,22335,,14511,POLICE OFFICER,,,
10401,22336,,16341,POLICE OFFICER,,,
10402,22337,,7496,POLICE OFFICER,,,
10403,22338,,16156,POLICE OFFICER,,,
10404,22339,,7726,POLICE OFFICER,,,
10405,22340,,20366,PO AS DETECTIVE,,,
10406,22341,,13441,POLICE OFFICER,,,
10407,22342,,16235,POLICE OFFICER,,,
10408,22343,,13776,POLICE OFFICER,,,
10409,22344,,20857,PO AS DETECTIVE,,,
10410,22345,,1039,SERGEANT OF POLICE,,,
10411,22346,,5358,POLICE OFFICER,,,
10412,22347,,21282,PO AS DETECTIVE,,,
10413,22348,,1550,SERGEANT OF POLICE,,,
10414,22349,,330,LIEUTENANT OF POLICE,,,
10415,22350,,16740,POLICE OFFICER,,,
10416,22351,,15619,POLICE OFFICER,,,
10417,22352,,19977,POLICE OFFICER,,,
10418,22353,,19981,POLICE OFFICER,,,
10419,22354,,17989,POLICE OFFICER,,,
10420,22355,,7242,POLICE OFFICER,,,
10421,22356,,11012,POLICE OFFICER,,,
10422,22357,,5442,POLICE OFFICER,,,
10423,22358,,20883,PO AS DETECTIVE,,,
10424,22359,,9249,POLICE OFFICER,,,
10425,22360,,2660,SERGEANT OF POLICE,,,
10426,22361,,17954,POLICE OFFICER,,,
10427,22362,,18391,POLICE OFFICER,,,
10428,22363,,20452,PO AS DETECTIVE,,,
10429,22364,,11192,PO ASGN EVID. TECHNI,,,
10430,22365,,19751,POLICE OFFICER,,,
10431,22366,,17006,POLICE OFFICER,,,
10432,22367,,17610,POLICE OFFICER,,,
10433,22368,,6402,POLICE OFFICER,,,
10434,22369,,8242,POLICE OFFICER,,,
10435,22370,,13574,POLICE OFFICER,,,
10436,22371,,1205,SERGEANT OF POLICE,,,
10437,22372,,4189,POLICE OFFICER,,,
10438,22373,,17811,POLICE OFFICER,,,
10439,22374,,6707,POLICE OFFICER,,,
10440,22375,,14863,POLICE OFFICER,,,
10441,22376,,3114,POLICE OFFICER,,,
10442,22377,,8479,POLICE OFFICER,,,
10443,22378,,8020,POLICE OFFICER,,,
10444,22379,,2632,SERGEANT OF POLICE,,,
10445,22380,,253,LIEUTENANT OF POLICE,,,
10446,22381,,5597,POLICE OFFICER,,,
10447,22382,,8088,POLICE OFFICER,,,
10448,22383,,20195,PO AS DETECTIVE,,,
10449,22384,,7517,POLICE OFFICER,,,
10450,22385,,20353,PO AS DETECTIVE,,,
10451,22386,,21321,PO AS DETECTIVE,,,
10452,22387,,18436,POLICE OFFICER,,,
10453,22388,,8728,POLICE OFFICER,,,
10454,22389,,17070,POLICE OFFICER,,,
10455,22390,,19687,POLICE OFFICER,,,
10456,22391,,10625,POLICE OFFICER,,,
10457,22392,,14464,POLICE OFFICER,,,
10458,22393,,16459,POLICE OFFICER,,,
10459,22394,,10521,POLICE OFFICER,,,
10460,22395,,7993,POLICE OFFICER,,,
10461,22396,,8897,POLICE OFFICER,,,
10462,22397,,11872,POLICE OFFICER,,,
10463,22398,,4251,POLICE OFFICER,,,
10464,22399,,10384,POLICE OFFICER,,,
10465,22400,,365,LIEUTENANT OF POLICE,,,
10466,22401,,3178,POLICE OFFICER,,,
10467,22402,,3187,POLICE OFFICER,,,
10468,22403,,15013,POLICE OFFICER,,,
10469,22404,,21377,PO AS DETECTIVE,,,
10470,22405,,12437,POLICE OFFICER,,,
10471,22406,,13904,POLICE OFFICER,,,
10472,22407,,13927,POLICE OFFICER,,,
10473,22408,,8347,PO/FIELD TRNING OFF,,,
10474,22409,,20461,PO AS DETECTIVE,,,
10475,22410,,948,SERGEANT OF POLICE,,,
10476,22411,,20941,PO AS DETECTIVE,,,
10477,22412,,16713,POLICE OFFICER,,,
10478,22413,,17804,POLICE OFFICER,,,
10479,22414,,5121,POLICE OFFICER,,,
10480,22415,,16115,POLICE OFFICER,,,
10481,22416,,1961,SERGEANT OF POLICE,,,
10482,22417,,1335,SERGEANT OF POLICE,,,
10483,22418,,3122,PO ASGN EVID. TECHNI,,,
10484,22419,,17115,POLICE OFFICER,,,
10485,22420,,18910,POLICE OFFICER,,,
10486,22421,,12920,POLICE OFFICER,,,
10487,22422,,4089,POLICE OFFICER,,,
10488,22423,,12615,POLICE OFFICER,,,
10489,22424,,4057,POLICE OFFICER,,,
10490,22425,,6823,POLICE OFFICER,,,
10491,22426,,2254,SERGEANT OF POLICE,,,
10492,22427,,8981,POLICE OFFICER,,,
10493,22428,,,POLICE OFFICER,,,
10494,22429,,2286,SERGEANT OF POLICE,,,
10495,22430,,17114,POLICE OFFICER,,,
10496,22431,,11087,POLICE OFFICER,,,
10497,22432,,19307,POLICE OFFICER,,,
10498,22433,,14720,POLICE OFFICER,,,
10499,22434,,18529,POLICE OFFICER,,,
10500,22435,,15243,POLICE OFFICER,,,
10501,22436,,4159,POLICE OFFICER,,,
10502,22437,,20130,PO AS DETECTIVE,,,
10503,22438,,20924,PO AS DETECTIVE,,,
10504,22439,,8239,POLICE OFFICER,,,
10505,22440,,19046,POLICE OFFICER,,,
10506,22441,,20176,PO AS DETECTIVE,,,
10507,22442,,14320,POLICE OFFICER,,,
10508,22443,,19154,POLICE OFFICER,,,
10509,22444,,12148,POLICE OFFICER,,,
10510,22445,,14658,POLICE OFFICER,,,
10511,22446,,13871,POLICE OFFICER,,,
10512,22447,,16292,POLICE OFFICER,,,
10513,22448,,6698,POLICE OFFICER,,,
10514,22449,,19308,POLICE OFFICER,,,
10515,22450,,5970,PO ASSGN TRAFF SPEC,,,
10516,22451,,,POLICE OFFICER,,,
10517,22452,,,POLICE OFFICER,,,
10518,22453,,1922,SERGEANT OF POLICE,,,
10519,22454,,18774,POLICE OFFICER,,,
10520,22455,,11735,POLICE OFFICER,,,
10521,22456,,6183,POLICE OFFICER,,,
10522,22457,,19167,POLICE OFFICER,,,
10523,22458,,534,LIEUTENANT OF POLICE,,,
10524,22459,,18899,POLICE OFFICER,,,
10525,22460,,,POLICE OFFICER,,,
10526,22461,,15620,POLICE OFFICER,,,
10527,22462,,4443,POLICE OFFICER,,,
10528,22463,,10382,POLICE OFFICER,,,
10529,22464,,4781,POL FORENSIC INV I,,,
10530,22465,,21000,PO AS DETECTIVE,,,
10531,22466,,20725,PO AS DETECTIVE,,,
10532,22467,,14749,POLICE OFFICER,,,
10533,22468,,8543,POLICE OFFICER,,,
10534,22469,,7887,PO/MARINE OFFICER,,,
10535,22470,,17432,POLICE OFFICER,,,
10536,22471,,19395,POLICE OFFICER,,,
10537,22472,,11644,POLICE OFFICER,,,
10538,22473,,4591,POLICE OFFICER,,,
10539,22474,,8362,POLICE OFFICER,,,
10540,22475,,20824,PO AS DETECTIVE,,,
10541,22476,,16711,POLICE OFFICER,,,
10542,22477,,14276,POLICE OFFICER,,,
10543,22478,,17489,POLICE OFFICER,,,
10544,22479,,1564,SERGEANT OF POLICE,,,
10545,22480,,16362,POLICE OFFICER,,,
10546,22481,,18239,POLICE OFFICER,,,
10547,22482,,14977,POLICE OFFICER,,,
10548,22483,,9817,POLICE OFFICER,,,
10549,22484,,19569,POLICE OFFICER,,,
10550,22485,,20055,PO AS DETECTIVE,,,
10551,22486,,11427,POLICE OFFICER,,,
10552,22487,,1603,SERGEANT OF POLICE,,,
10553,22488,,19699,POLICE OFFICER,,,
10554,22489,,18229,POLICE OFFICER,,,
10555,22490,,7177,POLICE OFFICER,,,
10556,22491,,622,LIEUTENANT OF POLICE,,,
