id,url,title,link_type,author,officer_ids
,https://cpdp.co/officer/14733/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100545
,https://cpdp.co/officer/14765/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100546
,https://cpdp.co/officer/14798/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100547
,https://cpdp.co/officer/15152/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100548
,https://cpdp.co/officer/15654/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100549
,https://cpdp.co/officer/15983/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100550
,https://cpdp.co/officer/17353/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100551
,https://cpdp.co/officer/20137/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100553
,https://cpdp.co/officer/20192/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100554
,https://cpdp.co/officer/21783/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100556
,https://cpdp.co/officer/22230/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100557
,https://cpdp.co/officer/22647/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100558
,https://cpdp.co/officer/24241/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100559
