right_idx,left_idx,score
106180,15987,11.5
106189,16584,10.5
106191,16590,11.5
106192,16741,11.5
106202,17255,10.5
106206,17409,11.5
106210,17606,9.5
106213,17792,11.5
106215,17887,11.5
106221,18262,11.5
106231,18702,11.5
106234,18846,11.5
106240,19240,11.5
106250,19622,11.5
106254,19675,11.5
106259,19747,11.5
106260,19768,11.5
106263,20004,10.0
106267,20436,11.5
106286,22003,11.5
106288,22100,11.0
106292,22315,10.5
106305,23205,10.5
106313,20230,11.5
106314,18677,11.5
106315,12108,10.5
106316,17769,11.5
106322,16758,11.5
106323,17131,10.5
106332,14182,11.5
106333,14353,11.5
106337,15826,11.5
106339,19290,11.5
106340,21584,11.5
106341,21610,11.5
106343,16759,11.5
106345,16438,9.5
106346,14123,11.5
106347,14005,11.5
106348,19017,11.5
106352,12109,11.5
106354,12304,11.5
106355,12330,11.5
106356,13063,11.5
106358,14560,10.5
106362,16695,11.5
106363,17023,10.5
106364,17132,11.5
106365,17526,10.5
106367,18668,10.5
106369,20147,11.5
106370,20353,11.5
106373,21847,11.5
106374,22004,11.5
106378,14551,10.5
106379,22588,11.5
106380,23669,11.5
106382,13621,11.5
106387,23459,11.5
106388,22104,10.5
106389,16073,11.5
106392,19817,11.5
106393,17133,10.5
106396,18546,11.5
106400,15942,10.5
106404,13865,10.5
106405,15366,11.5
106414,14969,11.5
106416,22961,7.5
106418,19361,11.0
106430,16915,11.5
106436,18547,11.5
106439,19175,10.5
106445,20347,11.5
106454,23081,11.5
106458,13493,11.0
106459,13538,11.0
106462,14945,11.5
106464,15227,11.5
106465,22976,11.0
106469,17770,11.5
106470,18595,10.5
106471,19594,11.5
106472,18429,11.5
106473,20148,11.5
106474,20505,11.5
106475,21256,11.5
106476,22127,11.5
106477,12183,11.5
106478,14132,11.5
106480,20413,11.0
106482,12942,9.5
106485,20779,11.5
106486,22432,11.5
106489,20934,11.5
106492,15439,11.5
106498,19447,10.5
106499,22497,11.0
106501,13595,10.5
106505,13388,11.5
106506,13389,11.5
106507,14165,11.5
106511,15164,11.5
106516,18966,11.0
106521,21571,11.5
106529,13557,11.5
106530,13749,11.5
106532,13926,11.5
106538,17325,11.5
106540,20082,10.5
106541,14794,10.5
106543,14192,11.5
106544,12110,11.5
106545,13646,11.5
106546,14835,11.5
106547,16779,11.5
106549,17863,10.5
106552,14039,11.5
106553,14155,11.5
106554,14452,11.5
106557,16599,11.5
106558,17021,10.5
106579,12494,11.5
106582,12532,11.5
106588,12628,11.5
106593,12794,10.5
106594,12840,11.5
106609,13468,11.5
106613,13797,11.5
106621,14024,11.5
106631,14329,11.5
106639,14743,11.5
106648,14910,11.5
106653,15080,11.5
106657,15106,11.5
106661,15446,11.5
106673,16290,11.5
106679,16563,11.5
106680,16644,11.5
106682,16720,11.5
106695,17056,11.5
106696,17180,10.5
106707,17507,11.5
106735,18228,11.5
106753,18840,10.5
106764,19227,11.5
106773,19826,11.5
106774,19847,11.5
106788,20415,10.5
106800,21668,11.5
106803,21698,11.5
106805,21899,11.5
106814,22005,10.5
106816,22167,11.5
106842,23056,11.5
106859,23764,11.5
106861,23788,11.5
106868,12061,11.5
106870,12632,11.5
106871,13876,11.5
106873,14748,11.5
106883,18461,11.5
106885,18678,10.5
106888,19033,11.5
106891,21164,11.5
106892,21295,10.5
106895,21515,10.5
106899,22323,11.5
106900,22504,11.5
106902,23206,11.5
106903,23403,11.5
106908,14163,11.5
106909,23168,10.5
106910,22006,11.5
106912,20107,11.5
106913,20731,9.5
106915,16887,10.5
106917,21807,11.5
106918,14330,11.5
106919,23485,10.5
106920,15330,10.0
106922,16583,11.5
106923,19910,11.0
106925,23018,11.0
106928,16937,11.5
106929,22007,11.5
106930,23689,11.5
106934,15653,11.0
106949,13290,11.5
106954,17533,11.5
106965,12031,11.5
106966,15037,11.5
106968,12213,11.5
106973,14309,11.5
106977,14970,10.5
106981,16352,11.5
106984,18042,11.5
106987,18797,10.5
106988,19569,11.5
106991,22320,11.5
106992,22466,11.5
106995,17751,9.5
107000,12792,11.5
107004,15943,11.5
107010,17867,11.5
107011,18032,11.5
107012,20581,9.5
107015,21666,11.5
107016,16350,11.5
107020,11984,11.5
107021,12724,10.5
107022,12981,11.5
107023,13897,11.5
107024,14382,11.5
107027,17057,10.5
107030,19197,11.5
107033,23230,10.5
107034,23486,11.5
107039,17199,11.5
107042,23487,11.5
107044,22523,11.5
107052,12462,10.5
107057,14624,11.5
107079,20102,11.5
107081,21826,11.5
107089,22154,10.5
107090,17134,11.5
107091,17135,11.5
107095,18078,11.5
107096,22640,8.5
107098,14246,11.5
107101,17356,11.5
107107,14706,10.0
107108,15189,9.0
107109,15526,11.0
107110,15624,11.5
107111,15701,11.5
107116,16396,11.5
107119,17058,11.5
107125,19822,11.0
107126,20246,10.0
107128,20789,10.5
107132,23038,10.0
107134,23360,11.5
107135,23594,9.5
107137,23739,11.5
107138,16193,11.5
107139,12160,11.0
107141,13095,11.5
107143,13419,10.0
107145,14055,10.0
107147,14487,11.0
107148,15572,11.0
107152,16476,10.0
107159,21099,11.0
107162,14593,10.0
107163,23844,11.5
107164,21956,10.5
107166,13522,11.5
107169,21854,11.0
107178,12605,11.5
107183,14890,10.0
107191,21068,11.5
107193,22463,9.5
107198,19483,11.5
107199,12009,10.0
107200,12654,11.0
107202,14892,11.0
107203,14995,10.0
107205,15281,10.0
107206,15880,10.0
107208,18110,10.0
107210,19601,10.0
107211,20000,10.0
107212,20247,10.0
107213,20511,10.0
107214,20846,10.0
107215,22977,10.0
107222,11962,10.0
107227,12140,10.0
107230,12260,11.5
107235,12471,11.5
107237,12589,11.5
107250,13064,11.5
107253,13147,11.5
107270,13458,11.5
107275,13711,11.5
107278,13802,11.0
107289,14133,11.5
107302,14469,11.5
107303,14505,11.0
107313,14739,11.5
107328,15063,11.5
107331,15115,11.0
107332,15211,11.5
107338,15319,11.5
107342,15441,11.5
107343,15465,11.5
107351,15573,10.0
107358,15843,10.0
107374,16417,11.5
107376,16422,10.5
107377,16431,11.5
107388,16788,11.5
107389,16850,11.5
107397,17059,11.0
107399,17212,11.5
107401,17239,11.5
107419,17432,11.5
107420,17470,11.5
107426,17547,11.5
107430,17592,10.5
107434,17651,11.5
107437,17685,11.5
107439,17788,10.0
107444,17897,10.0
107447,17930,10.5
107450,18184,11.5
107456,18305,11.5
107468,18633,11.5
107473,18692,11.5
107475,18703,11.5
107477,18751,11.5
107492,19263,11.5
107493,19284,11.5
107506,19574,11.5
107513,19735,11.5
107515,19742,10.5
107520,20015,11.5
107521,20051,10.5
107528,20474,11.5
107537,20678,11.0
107539,20740,11.0
107540,20753,11.5
107553,21186,11.5
107554,21240,11.0
107561,21614,11.5
107566,21691,11.5
107568,21773,11.5
107588,22176,11.5
107591,22212,11.5
107599,22371,11.5
107610,22636,11.5
107626,23089,11.0
107640,23590,11.5
107645,23620,11.5
107651,23734,11.5
107654,20949,10.0
107655,21328,10.0
107656,12010,10.0
107660,13398,10.0
107662,14337,11.5
107663,14594,10.0
107665,15190,10.0
107670,15953,11.5
107672,16510,10.0
107677,17309,11.5
107680,18165,10.0
107686,19979,10.0
107687,20005,10.0
107698,22773,11.5
107702,21100,10.5
107704,20069,9.5
107705,17950,11.5
107706,13440,10.0
107708,13760,10.0
107709,16134,10.0
107711,21158,10.0
107712,22700,10.0
107719,14711,11.5
107720,14762,11.5
107724,17136,11.5
107726,17951,11.5
107729,19381,10.5
107730,19705,11.5
107733,15655,10.0
107739,17771,11.5
107742,22890,10.5
107753,22589,10.5
107759,14568,10.5
107767,14625,11.5
107770,18326,10.0
107771,12090,10.5
107773,18834,11.0
107774,22853,10.5
107775,15513,11.0
107777,12754,11.5
107778,16654,11.5
107780,16913,11.0
107781,18925,11.0
107782,20733,10.0
107785,16842,10.0
107786,22927,10.0
107787,11953,11.5
107788,12353,10.0
107791,15716,11.5
107792,23137,11.5
107793,19304,10.5
107795,21013,10.0
107801,16564,10.5
107802,14878,11.5
107803,19000,11.5
107804,19996,11.0
107805,16926,10.0
107807,18407,10.5
107808,23589,10.0
107810,12056,9.0
107814,13208,11.5
107815,13364,11.0
107817,13894,9.0
107818,14172,10.0
107819,14427,11.5
107820,14843,9.5
107823,15780,11.5
107825,17201,11.5
107829,18111,9.0
107831,18403,11.5
107832,18564,10.5
107833,18607,10.5
107834,19045,10.0
107835,19084,10.5
107836,19161,10.0
107841,20248,10.0
107842,20446,11.5
107844,20764,11.5
107846,21366,11.5
107848,21436,11.5
107849,21477,11.0
107850,21547,10.0
107851,21676,11.5
107852,21694,10.5
107854,22113,11.5
107855,22375,11.5
107857,22701,10.0
107858,13096,8.5
107859,23050,10.0
107862,23565,10.5
107863,18060,10.0
107864,17029,10.0
107874,19206,11.0
107875,15240,10.5
107877,21165,11.5
107878,22823,8.0
107881,19437,10.5
107886,12214,11.5
107887,15690,11.5
107895,12452,11.5
107896,12580,10.5
107899,15070,10.0
107905,20971,10.0
107911,14911,10.5
107916,22059,11.5
107922,15574,10.0
107923,15026,10.0
107925,19897,9.0
107926,22826,10.5
107933,19327,10.5
107934,13270,11.5
107937,16183,11.5
107943,14691,11.5
107944,12903,11.5
107945,17858,11.5
107946,13449,10.0
107947,14445,11.0
107949,13351,10.5
107950,14438,10.0
107951,16603,11.5
107953,21101,11.0
107954,21367,10.5
107957,16799,10.5
107959,13158,10.0
107961,22987,10.0
107963,15027,10.0
107964,18839,11.5
107965,23791,10.0
107966,15665,10.5
107967,23357,11.5
107976,14569,11.5
107978,21548,10.0
107979,22205,11.5
107980,12024,10.0
107982,12392,10.0
107983,13604,9.0
107984,14532,11.0
107985,14595,10.0
107986,15608,10.0
107988,15931,11.0
107989,16099,11.0
107990,16865,10.0
107991,18112,10.0
107992,18495,11.0
107993,18916,10.0
107994,19119,11.5
107995,19983,10.0
107996,20282,10.0
108000,21437,9.0
108001,21329,10.0
108003,13803,9.0
108004,11963,11.0
108005,12649,11.5
108007,12692,11.0
108008,12737,11.5
108009,12738,11.5
108010,12780,11.5
108011,13097,11.5
108012,13475,11.5
108013,13614,10.0
108015,13783,11.5
108016,13936,11.5
108017,14175,11.5
108018,14362,10.0
108020,14384,11.5
108021,14383,11.5
108023,14854,11.0
108024,14900,11.5
108025,14943,11.5
108026,15073,10.5
108028,15203,10.5
108029,15428,11.5
108030,15681,11.5
108031,15844,11.0
108032,15882,10.0
108035,16433,11.5
108036,16443,11.5
108042,16938,11.5
108043,17009,11.5
108044,17177,11.5
108045,17437,11.5
108046,17456,11.5
108047,17678,11.5
108049,17776,11.5
108051,17839,11.5
108052,17841,11.5
108055,17868,11.5
108056,18170,11.5
108057,18185,8.5
108059,18412,11.5
108060,18560,11.0
108061,18878,10.0
108062,18891,11.5
108064,19079,10.0
108065,19230,10.0
108066,19316,11.0
108067,19320,11.5
108069,19750,11.5
108070,19840,11.5
108072,19854,10.5
108073,19946,9.5
108076,20585,11.5
108077,20605,11.5
108078,20853,11.0
108080,21315,11.5
108081,21331,11.0
108082,21330,11.0
108084,21604,11.5
108086,21664,11.5
108087,21737,11.5
108091,22210,11.5
108092,22291,10.5
108096,22464,11.5
108097,22498,11.0
108098,22524,11.5
108099,22525,10.5
108101,22702,11.0
108105,23169,11.5
108106,23271,11.5
108107,23302,11.5
108108,23407,11.5
108109,23438,11.5
108110,23488,10.5
108111,23592,10.5
108113,23641,11.5
108114,23690,11.5
108116,17012,10.5
108118,21042,11.5
108120,20249,10.0
108121,20743,10.5
108122,20911,9.5
108123,14996,10.0
108124,15981,11.5
108125,16283,11.5
108126,16703,11.5
108128,21748,10.5
108129,13714,11.5
108130,16252,11.5
108131,16264,11.5
108132,16932,10.5
108134,17570,11.5
108135,18289,11.5
108136,18496,11.0
108137,18905,11.0
108138,19003,11.5
108139,19088,11.5
108140,20250,11.0
108141,20913,11.5
108142,21323,10.5
108143,21425,10.0
108145,21798,10.5
108147,12726,11.5
108148,14566,11.5
108149,19070,11.0
108151,23670,11.5
108152,13420,11.5
108154,15625,11.5
108155,16088,11.5
108156,16342,10.5
108157,17823,9.5
108158,18448,6.5
108160,19277,11.5
108161,19306,11.5
108162,19390,11.5
108163,20639,11.5
108164,23358,11.5
108165,12465,11.5
108178,13560,9.5
108180,14072,10.0
108198,18559,11.5
108207,22177,10.5
108213,22883,11.5
108221,12193,11.0
108224,16167,10.0
108225,16517,10.0
108229,22008,11.5
108231,16545,11.5
108243,15613,10.5
108248,18769,10.5
108250,19980,11.0
108253,17441,11.0
108255,22703,10.0
108256,14124,10.0
108257,18912,11.0
108258,16800,10.5
108260,13003,10.5
108263,12311,10.0
108267,22803,11.0
108268,20284,11.0
108271,16448,11.5
108275,23489,11.5
108277,14385,11.5
108279,14386,11.5
108284,12753,10.5
108287,13433,10.0
108290,13747,11.5
108295,14137,9.5
108305,15429,11.5
108308,15832,11.5
108311,16525,11.0
108313,16628,11.5
108324,17502,11.5
108348,19597,9.5
108351,19805,11.5
108353,19911,11.0
108356,20488,10.5
108358,20651,11.5
108362,21226,11.5
108363,21298,11.5
108364,21632,11.5
108367,21839,11.5
108370,21971,11.5
108372,22101,10.5
108378,22949,11.5
108379,22948,11.0
108386,23490,10.5
108394,15020,10.0
108395,22650,10.0
108396,23016,10.0
108398,21103,11.0
108402,18869,11.0
108404,21104,11.0
108409,17442,11.5
108410,17566,10.5
108411,22082,11.0
108412,23761,10.5
108413,16593,10.5
108417,16125,10.5
108418,18562,10.0
108422,21180,7.0
108423,17729,9.0
108424,20251,10.0
108425,20776,11.5
108427,22447,11.5
108429,20622,10.5
108430,12962,10.0
108431,20854,10.0
108441,13871,11.5
108445,14879,11.5
108448,12135,10.5
108459,21426,11.0
108460,21478,11.0
108462,23170,11.5
108463,12034,11.5
108467,20795,11.5
108470,17919,11.0
108471,12294,10.0
108472,12478,11.5
108473,19763,11.5
108474,12059,11.5
108477,12299,11.0
108480,22909,10.0
108481,17414,11.5
108482,13890,11.5
108484,21560,11.5
108486,12302,11.5
108487,17138,10.5
108489,19973,11.5
108490,20170,10.5
108492,23109,10.5
108493,15575,9.0
108496,19655,10.0
108497,20252,11.0
108498,20855,9.0
108499,12566,10.0
108508,22677,11.5
108512,12456,10.0
108513,13446,10.0
108514,13494,10.0
108519,15282,10.0
108521,15845,11.0
108522,16875,11.0
108523,19107,10.0
108525,19865,10.0
108528,21105,10.0
108530,21208,10.0
108533,22128,10.0
108535,20972,10.0
108538,21249,10.0
108539,12746,11.5
108540,14926,10.5
108542,19298,10.0
108549,20711,10.5
108552,16518,10.0
108553,11952,10.5
108556,14987,11.0
108558,15833,11.5
108570,15621,11.0
108572,13753,10.0
108573,15009,10.0
108582,12148,10.5
108594,14450,11.5
108596,14797,11.5
108598,15050,9.5
108600,15448,10.5
108601,15548,11.0
108608,16532,11.5
108613,17062,11.5
108621,17952,10.5
108624,18363,11.5
108631,18940,11.5
108643,20712,11.0
108649,22901,11.0
108653,23057,11.0
108656,14802,10.0
108658,15884,10.0
108660,16135,9.0
108661,16864,11.0
108662,17197,11.0
108663,18113,10.0
108665,18213,11.0
108666,18941,11.0
108667,19202,11.0
108668,19310,11.0
108673,21193,11.0
108674,22129,11.0
108676,16554,11.5
108678,12058,11.0
108688,12340,11.0
108690,12441,11.5
108699,12655,11.0
108718,13499,10.5
108722,13555,11.5
108737,14113,11.5
108755,14763,10.5
108762,15224,11.5
108769,15472,11.5
108777,15734,10.5
108778,15774,11.5
108801,16606,11.5
108810,17063,11.5
108813,17244,11.5
108832,17650,10.5
108833,17656,11.5
108850,18408,9.5
108859,18985,11.5
108860,19010,11.5
108866,19514,10.0
108884,20371,10.5
108886,20441,11.5
108887,20458,11.0
108888,20550,11.0
108889,20637,11.5
108895,20901,9.5
108905,21448,10.5
108907,21564,11.0
108930,22465,11.5
108940,23069,11.5
108954,23859,10.0
108957,17781,11.5
108959,22833,10.5
108963,20175,11.0
108968,23454,11.5
108976,12867,10.5
108982,13853,10.5
108984,13858,10.5
108986,14358,10.5
108994,15039,11.0
109002,16074,11.5
109013,16760,11.5
109017,17275,11.5
109027,18114,10.0
109030,18405,11.5
109031,18450,11.5
109043,21615,11.5
109055,23200,11.5
109070,17213,11.0
109075,15939,11.5
109077,12264,10.5
109081,13902,10.5
109083,14789,11.5
109085,16289,10.5
109086,16298,11.5
109087,16358,11.5
109096,18911,11.0
109106,21699,11.5
109110,22151,9.5
109111,22150,10.5
109114,22526,11.5
109124,16963,11.5
109125,18617,11.5
109129,22865,10.5
109130,23607,11.5
109133,13172,10.0
109134,21756,10.0
109141,14073,10.0
109143,12525,10.0
109144,13367,10.0
109145,13980,11.0
109146,14200,11.0
109148,14491,11.0
109149,15283,10.0
109150,15284,10.0
109151,15542,10.0
109152,15609,10.0
109153,15578,10.0
109154,15577,10.0
109155,15847,10.0
109157,21106,11.0
109158,21107,11.0
109159,21359,11.0
109160,22064,11.5
109162,15191,9.0
109165,16267,10.0
109166,18556,10.0
109167,20576,10.0
109168,21535,10.0
109169,21810,10.5
109170,17657,11.5
109171,18810,10.5
109174,14201,10.5
109175,16186,11.5
109177,17486,11.5
109178,18005,11.0
109184,21939,11.5
109187,13315,11.5
109188,16136,11.0
109190,23811,10.0
109191,23655,11.5
109192,22363,11.5
109195,13877,10.5
109200,20874,10.5
109201,18382,11.5
109202,16354,11.5
109203,17007,11.5
109204,22834,11.5
109218,13098,11.5
109221,13251,11.5
109223,13299,11.5
109227,13806,11.5
109230,13938,11.5
109231,14006,10.5
109234,15204,11.5
109240,16241,11.5
109245,16761,11.5
109249,17438,11.5
109250,17492,11.5
109251,17679,11.5
109255,18158,11.5
109265,19855,10.5
109266,19880,11.5
109271,20500,11.5
109273,20935,11.5
109274,21466,11.0
109282,23146,11.5
109284,23369,11.5
109285,23491,11.5
109286,23601,11.5
109288,13549,10.0
109290,20132,11.5
109292,14214,11.5
109300,13099,11.5
109301,16230,11.5
109303,12089,11.5
109308,16756,11.5
109314,23399,11.5
109315,17953,10.5
109317,16803,11.5
109318,16319,11.5
109322,20363,11.5
109323,12421,11.5
109324,12431,11.5
109325,14512,11.5
109329,20056,11.5
109330,21024,11.5
109332,23622,11.5
109340,12195,10.0
109342,12322,11.0
109364,13190,11.5
109368,13370,11.0
109372,13547,10.0
109373,13609,11.5
109389,14424,10.5
109394,14573,11.5
109397,14842,11.5
109417,15693,11.5
109419,15708,10.5
109420,15747,11.5
109425,15970,10.5
109430,16004,11.0
109441,16437,11.5
109442,16477,10.0
109446,16558,11.5
109450,16723,9.5
109453,16808,10.5
109461,17223,10.5
109463,17248,11.5
109470,17357,11.5
109472,17485,11.5
109478,17612,11.5
109482,17717,10.5
109496,18041,11.5
109504,18349,10.5
109520,18909,11.5
109529,19305,10.5
109535,19546,11.5
109536,19565,11.5
109537,19578,11.5
109549,20052,9.5
109551,20071,11.5
109554,20130,10.5
109559,20253,11.0
109570,20640,11.0
109573,20713,9.0
109583,21209,11.0
109603,21712,10.5
109604,21713,11.5
109611,21968,11.5
109614,22144,11.5
109618,22200,10.5
109632,22780,11.5
109634,22928,11.5
109647,23429,10.5
109657,18596,11.5
109659,13659,8.0
109665,13016,11.5
109678,14158,11.5
109680,14202,10.0
109684,14316,11.5
109685,14583,11.5
109703,16633,11.5
109706,16989,11.5
109708,17139,11.5
109712,17539,11.5
109716,17709,11.5
109719,17821,11.5
109735,19500,11.5
109737,19645,11.5
109745,20476,11.5
109755,21368,10.5
109762,21821,9.5
109770,22438,11.5
109774,22792,11.5
109788,16806,10.5
109789,17064,10.5
109791,18799,11.5
109804,18315,11.5
109806,19391,11.5
109809,20809,11.5
109810,21858,11.5
109811,12151,10.0
109812,13314,10.0
109813,14541,10.0
109815,15579,10.0
109816,15808,11.0
109818,16105,10.0
109819,18222,11.0
109820,18285,10.0
109821,18395,11.5
109822,20646,10.0
109823,20973,10.0
109824,22551,10.0
109825,23007,10.0
109826,23006,10.0
109828,23556,11.5
109829,14800,11.5
109830,23685,11.5
109831,14492,11.0
109832,22993,11.0
109835,22390,10.5
109836,15803,11.5
109840,19176,10.5
109841,14283,11.5
109842,14586,10.5
109845,16592,11.5
109846,22590,11.5
109847,12068,11.0
109848,12011,11.5
109849,12278,10.0
109853,15003,11.0
109855,18205,10.0
109858,21025,11.5
109859,21341,10.0
109861,23019,11.0
109863,13310,9.0
109864,13439,10.0
109868,18497,10.0
109872,13267,11.5
109873,13632,10.5
109874,13978,11.5
109875,16796,9.5
109876,16815,11.0
109877,17140,11.5
109879,17977,11.5
109880,18557,11.0
109881,18616,11.0
109883,20419,10.5
109885,21108,11.0
109887,23861,11.5
109888,17141,11.5
109889,12267,11.5
109891,19976,11.5
109893,14167,10.0
109895,21181,11.0
109898,21549,11.0
109899,20390,11.5
109900,22535,9.5
109904,14513,11.0
109905,15637,10.0
109911,18159,11.0
109913,20471,11.5
109914,21848,10.5
109916,22456,11.5
109919,12982,11.5
109923,15051,10.5
109925,17036,11.5
109926,17065,11.5
109930,18376,11.5
109936,20449,11.5
109940,22835,10.5
109941,23231,11.5
109943,23408,9.5
109945,12111,10.5
109947,13183,11.0
109949,13808,11.5
109954,15849,11.0
109955,16257,11.5
109956,16277,11.5
109957,16300,11.0
109961,19656,10.0
109964,22646,11.0
109965,19834,7.0
109970,14176,11.5
109973,14542,10.0
109974,15008,11.0
109975,12112,11.5
109981,14522,10.0
109982,19637,11.5
109983,20346,11.5
109985,16137,6.0
109986,20680,10.0
109989,18726,11.5
109993,19146,10.5
109996,23303,11.5
109998,15773,11.5
109999,15964,11.5
110000,16108,11.5
110001,16916,10.5
110002,17439,11.5
110003,21274,10.5
110004,21644,11.5
110006,15348,11.5
110011,12238,11.5
110012,12346,11.5
110013,12386,11.5
110014,12402,11.5
110017,12507,11.5
110024,12864,11.5
110029,13189,11.5
110030,13266,10.5
110035,13951,11.5
110041,14587,11.0
110043,14665,10.5
110045,14719,11.5
110046,14855,11.5
110052,15743,11.5
110054,15994,11.5
110063,16621,11.5
110065,16780,11.5
110066,16833,11.0
110068,16889,11.5
110070,16914,10.5
110075,17144,10.5
110076,17142,11.5
110077,17143,11.5
110079,17512,11.5
110087,18591,11.5
110093,19201,11.5
110095,19607,11.5
110096,19959,11.5
110098,20171,11.0
110099,20231,10.5
110102,20319,11.5
110107,20875,11.5
110109,21313,10.5
110111,21606,11.5
110112,21660,11.5
110115,21983,10.5
110118,22073,11.5
110119,22078,10.5
110121,22201,10.5
110124,22324,11.5
110125,22331,11.5
110128,22427,11.5
110129,22437,11.5
110133,22748,11.5
110134,22868,11.5
110139,23409,10.5
110140,23492,11.5
110142,23552,10.5
110143,23648,11.5
110145,23749,11.5
110146,23805,10.0
110148,23840,11.5
110150,23868,11.5
110152,13660,11.5
110155,14939,9.0
110156,12419,11.5
110158,13779,11.5
110161,12025,11.0
110162,14221,10.0
110163,14514,11.0
110167,19961,11.0
110170,21480,10.0
110171,21479,10.0
110172,22751,11.5
110175,19584,10.0
110176,13601,10.0
110177,15536,9.0
110178,15885,10.0
110180,20856,10.0
110181,22547,10.0
110183,16825,10.5
110184,21036,11.5
110192,12625,10.0
110193,14065,10.0
110194,14694,10.0
110195,17847,10.0
110197,22731,10.0
110198,23025,10.0
110202,14299,11.5
110206,16170,11.5
110211,19522,11.5
110213,12265,11.5
110216,21017,10.5
110222,18462,11.5
110225,23267,11.5
110232,20613,11.5
110235,17446,11.5
110236,19113,11.5
110237,19286,11.5
110238,17516,11.5
110239,22435,8.5
110242,17347,11.5
110244,17801,10.5
110245,22403,11.5
110249,16262,10.5
110271,15184,11.5
110279,16754,11.5
110283,17013,11.5
110296,18548,11.0
110301,20193,10.5
110304,21043,10.5
110322,18463,11.5
110323,23410,9.5
110324,17955,10.5
110338,12831,11.5
110362,17211,11.5
110370,18563,11.5
110374,18956,10.0
110386,22340,10.5
110393,23001,10.0
110404,21716,9.5
110407,12047,9.5
110409,12049,10.5
110411,23090,10.0
110412,19114,11.5
110416,22433,11.5
110417,13707,11.5
110418,12548,10.5
110419,14327,11.5
110420,16285,11.5
110422,17343,11.5
110423,21623,11.5
110424,21760,11.5
110425,12008,11.0
110426,12062,10.0
110427,12091,10.0
110428,12161,11.0
110431,13587,11.0
110434,14369,11.0
110435,14495,11.0
110436,14515,11.0
110437,15014,10.0
110438,15040,11.0
110440,15285,10.0
110441,15453,11.0
110442,15528,11.0
110443,15886,11.0
110445,18115,11.0
110446,18284,11.0
110447,18424,10.0
110448,18571,11.0
110449,19207,10.0
110450,19208,10.0
110451,19787,11.0
110452,19845,11.0
110455,20872,11.0
110457,21109,10.0
110458,21216,10.0
110461,23058,11.0
110462,23092,10.0
110465,18090,11.5
110466,21693,11.0
110467,23451,11.5
110468,22807,11.5
110478,21550,11.5
110481,23833,11.5
110487,20094,11.5
110488,11951,11.5
110491,12113,10.5
110494,12545,11.0
110518,14543,10.0
110523,15352,11.5
110528,15978,11.5
110545,17748,10.5
110548,18043,10.0
110553,18764,11.5
110555,19276,11.5
110560,20208,11.0
110562,20255,9.0
110566,20821,10.5
110578,22591,11.5
110581,23066,11.5
110595,13131,11.5
110597,13771,10.0
110606,17338,9.5
110620,23157,11.5
110621,23171,11.5
110625,23544,9.5
110630,22778,9.0
110643,18116,10.0
110646,19953,10.0
110650,21405,9.5
110651,21438,11.0
110653,21965,11.5
110657,22592,11.5
110660,23548,10.5
110664,15302,10.0
110665,14493,10.0
110666,12162,11.0
110669,17730,9.0
110670,17956,10.5
110677,14498,11.5
110678,13784,11.5
110679,23292,10.5
110681,16922,10.5
110682,23026,10.0
110685,16138,9.0
110686,20133,11.5
110687,22009,11.5
110694,19486,11.0
110698,23233,10.5
110700,15638,11.0
110701,18498,10.0
110702,12405,9.5
110707,16890,11.5
110713,12017,11.0
110714,16519,10.0
110715,22692,10.5
110716,12557,10.5
110717,15264,9.5
110718,16420,11.5
110723,23674,10.5
110732,13244,11.5
110736,14653,11.5
110739,16043,11.5
110763,20757,10.5
110774,22655,5.5
110775,17998,10.5
110788,15315,11.5
110789,15511,11.5
110801,14597,10.0
110802,15185,11.0
110804,21422,10.5
110805,21439,9.0
110806,22635,11.5
110807,15936,10.5
110809,12197,10.0
110810,13373,10.0
110812,15850,10.0
110813,19356,10.0
110818,17447,11.5
110819,21744,10.5
110820,17870,11.5
110821,12491,11.5
110826,21356,10.5
110827,15468,11.5
110831,12152,10.0
110832,13450,10.0
110833,16478,9.0
110836,15819,11.5
110838,17689,11.5
110844,14873,11.5
110845,13661,10.0
110846,17803,11.0
110848,11964,10.0
110849,20201,10.5
110851,19257,10.0
110852,17732,10.5
110853,12671,11.5
110854,20936,9.5
110858,21015,10.5
110864,22704,10.0
110868,21922,10.5
110870,19005,11.5
110871,17415,10.5
110873,15286,11.5
110874,16698,10.5
110878,14109,10.0
110879,18154,11.0
110884,17386,11.5
110885,20256,10.5
110893,19511,11.0
110898,17764,11.5
110899,17885,10.5
110900,21791,11.5
110901,22593,10.5
110908,20226,10.0
110909,20257,11.0
110911,13427,10.0
110915,20714,11.0
110919,16511,10.0
110920,18926,10.0
110921,13369,11.0
110923,15540,10.0
110926,21014,10.0
110927,22913,11.0
110930,12364,11.0
110932,14954,11.5
110933,15116,10.0
110937,18117,11.0
110938,18286,10.0
110941,20055,11.0
110942,20127,9.0
110943,20715,10.0
110944,20758,10.5
110946,21217,11.0
110947,21530,11.5
110948,19136,10.0
110950,18567,11.0
110951,14986,11.5
110955,16908,10.5
110956,18327,11.0
110957,12766,11.5
110958,14290,11.5
110959,15669,10.5
110960,22079,10.5
110961,22451,10.5
110962,15197,11.5
110965,16801,10.5
110977,23646,11.5
110981,20937,11.5
110983,14764,11.5
110984,17898,11.5
110985,23188,10.5
110986,15887,10.0
110987,12368,11.5
110988,12537,11.5
111006,16385,11.5
111013,17397,11.5
